HashApp,HashOwner,HashFunction,SampleCount,AverageAllocatedMb,AverageAllocatedMb_pct1,AverageAllocatedMb_pct5,AverageAllocatedMb_pct25,AverageAllocatedMb_pct50,AverageAllocatedMb_pct75,AverageAllocatedMb_pct95,AverageAllocatedMb_pct99,AverageAllocatedMb_pct100
89udj9fvnqlxna70gieu8frunojqyp4ein3qu9ty4po63qe7k00i5qgmd9yik2wk,5finazz46os0ljqi88opss4goz8sqbvhbqy1s5b72010l5mfydn944xw9c9v8z4j,olv05mim7l5aob6ge4qtocak3s1fzec45knykyjm0ejtf2xfizh6q2ourkof6fn2,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
942atwqkv15nxudtzwxx9w2tq0w2svzgb011n2qpm48niqeydb5nc69xshwfym2m,jsft7anoolcg93g1400omipyx5djaowcxntndy5ey0y3tu575ig4f8sg8q98rpty,aa0zix48z7vmtedtpw2285wziur6turl8fkuv87plp5k4ud6iytx5h2ifubrqlux,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
g3zqne85lor3xxwp38vn9bddpmaz3c8lkd4dfjnz158mkw01q1ayv3uax2g0osw6,nbx093kmmx7zoc75uzd63yjlfxhzzgrfnlxy3x37jnt4s26fsm6v71xn6xeb2yu4,wwz8x4ai6yza9ef21n53jc1dazyvow7saq68jqcaa6x8sbxygchz8ou3kmeqqjqt,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
eo932ey67yclo9op6uqqrkxx3m0ham3sgmttotkvg4jz0thc42xtwdmwjiaiduhh,7t17zx6cuiezi01nmoaihplpoon5kjb0bydn7qig7ex75zjhj0si7m8lmtne18xw,7ayphlwirqg9ui44d4q5624tppzpd6i3scqe2cr1bhpdfvde3ihnamx8jdcc4rj3,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
xauzfcb17709968d3szjz6hqu2xrewvxbzjheam2mau8x4nbegsrvg2zl60g1u2i,vcr5tzjs96xwx2e4lsdx0figu4k9iv3oux8nn38bt7nf435bt07yw616elas59yr,2cb7mr1vf43w9tynibedx9353cmnj046mlzb0x8gsqblqvmkom1preis9tnmt8lb,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
j3l28iwcm6wvei03cyj9aqc4jcxwxy77922l9yj0wnxbmrpv7e85tvizebuf8yx3,tb869b6y4u1zadtcmyelczilfnncc5ial97387lb8ehln20lhgex9xd0h12n52ob,tma9ikmshfdreaxoasc1i5x9txxdldumvssfkfghcgkbyjsqi89801ix3cudq329,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
z9up4lvj4apta8fnejw1b73nnyucleozxd0f41w8hxyj8ir41eg34uy6kywv2h45,hnn4z0s15h65l4v3tszlehnqhg6tel2h5vk6l9aaaaalyr2bov7q5idgcreg0eru,cpcc9ezq1307llqwzclmhgqadko1hvr44ej87p88h671dso647u9ys44493sp97k,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
uoratx6ibdn354xoe12bcnuzdap6r7msga1hv5e3r914geu4si3v247iwibfs0g4,z8aynnxf12mxdyxeixsep8kfovoqsa4urio6959qbf4eg9s3b4wkbqxnakn0es1n,mjfk2d3kcyn5h66vpi2w70m9dxxhuxw8ytjdlcz69yb48bol3nhk9a5xpqu0zxra,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
qpmes60vvq8okbwiy4yhl190ghp9zondmlmiszfhpla61gwnzpaimh8uwwjtm4sk,f7ctjuwywg97l1cu07oxacyynwk8asrgpcq8b9kr0wlz1000ac7ysz3lthyrgr84,v5e3n6tl79nv7y20vl2qwi1ovb60ri1wimcz56vqx75qw1fn73hfkaorf423yiyb,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
ohplsd37lqskgxxnf8nemh31d3gfo8ntgvyf795l90smfyotxz0pa93c2bz38k01,nrbac2dei0e8xjt830pe4dyhnn1hj9z42kbyfy2nhn610ed7x77h53ibqlhscjmg,q00qze2j9xp9yejclv2hpuxpq9bhvydz0xwteoqio3sp0jccym2vyltvvdw3conl,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
