HashApp,HashOwner,HashFunction,SampleCount,AverageAllocatedMb,AverageAllocatedMb_pct1,AverageAllocatedMb_pct5,AverageAllocatedMb_pct25,AverageAllocatedMb_pct50,AverageAllocatedMb_pct75,AverageAllocatedMb_pct95,AverageAllocatedMb_pct99,AverageAllocatedMb_pct100
v4r0kci0s17irsxyr6jvlmhyt53kx5gtq75d7osx6oax4f180tu364rw0itlsnnf,sqm1la0ik55s3b1xtiuc3qqnl1rolns6qubzzy9p439l5iwd4e92e5adwutc7r29,9vf70rx8723exmx2d852wguuu45kz9smkc566ag3cwy97ug3ney6texled5nef3z,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
qoir0l6maez37njbjnf7oxyqr7eei9tqd2f5d24h66nb9cx221r4xi0pu5swbfwn,xg152pyl634to2wzh6yjh2iefdqfpwmyxpg8xm0u6naz8ypnsvyo3lp4ubhd1x3f,apvnl3wvvyty819zgz5wiln3ps0340b5xojzxmbi52u6b81zvi0cyqckmo41mha6,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
r63gkh4tn8xrqsgn5etb0yrk5fdb0dum70fo9gpq4ro9u94vnd21efa8do91uuaj,7z0ujianyoouwiwoz3cai3cfnm2u11o6n51fhnksa2m3orba9gchsyzycqprtpit,togx7yzntyidsgpacusztf92k3xausugueogecb0m23ibo3b2hss36osb0ipt080,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
chpsoywy1cs5jjxtt83vo19iqcwpcb4k557tdw7lt6mc06rmmj9txoj4p3ja6gwt,59g26d4p288x5jg2wyat6l3kwkohxs7gr8yptsn1cbanvkm5adrnl5qarqldfpy2,ncc99ti8ex31g0idcgzrhbqlnzx0647kyqrhoks9ff8yv591otkimqswrizaml9i,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
bq20dyrbw83teiodl5skc919wp2461sndvkyuzkp57xtb1ep5u0ir0hbzu16uicg,dbp59w7l0d2qgm4rtq6bjbdhfa06hhk83uitts4fm3308rsys6qd7hge42k3wcrg,eczr9pnaw8g1rqun1zhpnmy5v72fxwe5de2x1k3dsta31r2b220efwwyyv3sg2hp,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
dtm283hlmdkt3xw9dvo8gyzrf1nt2qn4ylxx5gzmrqmx78d5otxd4uv1oaah6zhe,xm1uxb9g1j08hj92s3wfrtwpjgusgzbwtiogytsxuu8zemrbi30h48i6obfi57aj,wqnz88djy3n20ht7bnxnfvj45bl6n5yfhjlxztx5mbatgc23aq50fbskqipee8ee,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
1096z50d10e8qfgqj53hclxucr7aitr5k4ji0cm2sackjpxm6uy4i3a06sgnitjl,ihznq3fw68uyl2sjf4rzzogjrehm580pkqweceyfl8ac8ue7pya87p1fu48p3nzz,zk8ak1nay7izl6nj6d5oniiq3s234qqo1jha6rrr8y68upnwaaz1jkb09lcoxiyf,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
5xczf88g16j5ivyu2v4ol1ya2gvoueexck3m3ljwf27chzm9f70gnc401jbtdogr,ov4njdjzvma955vxtphkdd3cbeq16e6mi9nrfexs4zay16xiaq3zbn2jcqt4l2k3,vlwp11bgon7nd1glpu9k2mijeggiqk9nvq1l0fam3iktbquia1crgfkghrd3oseh,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
unsdl3k3dtfj0ysehofqlkjblsth9l6s6bfgpe5dw3yl0i2mqzc1rgfp6ap1as3h,65l0s1dfr3peyspysirq9d3f4irkjkia8p4xq7igfwuzsne57x013pdof3c4ezdi,68abr63i36enxyuddoallnzfo7ao2txe9hvkp2j6ye0cxgqjkv4n6am800nmazcp,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
halbdkj78qzvnvf1r8le5pamccudmjdbxoe986otd1jxrh7lq5clbmb3nx9h3z4n,d6mw6j4qdkiiamdrz6u61zzagl5w82gl0nr6yftn23nlpzc9fdfofkc91obgdqva,lw4zgyjyl3auvru7zn43flmhhm6a6yoylvfqfrbsjhvlp2y4fizzyo925omhgfwr,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
