HashApp,HashOwner,HashFunction,SampleCount,AverageAllocatedMb,AverageAllocatedMb_pct1,AverageAllocatedMb_pct5,AverageAllocatedMb_pct25,AverageAllocatedMb_pct50,AverageAllocatedMb_pct75,AverageAllocatedMb_pct95,AverageAllocatedMb_pct99,AverageAllocatedMb_pct100
t7ir77ciqret7oussc28kmwbruepkg29x0lgxq4ahk1l8luyhtqwqpyu1ebyeb0b,c9wx0of3qv0ccv9elwyqivmc4o4kzq8011nib9a645vm42lckufg4ymn7x6s9jn9,wtvj54s1wmexfsm8xlqv5vcar5ihe4ceyz6vuq8vnujdvexrdxsk3v4si2wh3f5x,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
hchj04hcmswpg34s9wdeqjloel146t4aitwel4e5gqrdeslvj8sxzlc31szg9gr9,uvn3sx8tmwh0mkxd8tajv92hj97301dods3ovxyhfo73swr48x1ociihhkq4qkzn,yu6l4t8dvvsok4wi294by9do8mgop0cm8j4yviquxokenjkj5dqrdzhuqsfpbdo2,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
2rkcs418wi0ctmgb7a0yfb1tes1p1q0s8brwdsu033msgzp5qrqn7bgfulcsb7eg,m9razq8wa1xhjm00rga7x73o7ll70xsqihqwtq5ba67rsg36rokj54xxwtmke1xq,eihtonomem90vkws261hvkpqrfck9del8m8ywjaihauhgj6k32lh72oxkzq5oayu,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
0gv0noerv7ln88ht5no8rbr6wut14uu0n09dv6960mt5q1p7hm2h0sqccqqhzmky,vdke361ogky26hemteecnj7l3ozqdjwgz5hschz7501uk0rd412joiz80f2s7jol,h19vr1kt2i03pih43u45lwsb8l7j3fpxx9q2v8zgtr7uglmy0ak4sjxe8f78mbfu,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
ubgdcbg03o8jgswtf91wj94qfkkugpeu1blczetgsal74q1d69l1qbpby7fkeeju,2oo8c6cavezi0dnbozihnlgpjwv2a8ocd1t8ltux3uihlrvsnpsx6b884h11mgyd,fgd6qg5dzeme3r4c4y1di3jsrpg5nbkf1bxrzzi88jwkzhlga95lf1ds9wf7vv2x,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
6yfwr8q2181n1aw72umfa0zs28tf6bukp4xvnjhc4o3o106qh2vu50jwhvir0gau,7t8u91x5jmdpeacfbkrpsfdjrf7nettq35ilr2liimrvbf5uzf79mz0wxd2q9gyl,xj9m89t3o1qe59ggxhfn2hut1k5hzfr02e978ry19zcb00rempivui80i7n5g71o,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
7jjzhtcjl9g5a79vg8u7heijcakb04gytknv23vou8sk8fr1iep5vidwgyz0rzqa,nq8t3xwa1nblgzm1jgem5l0rim86f74kdbu23837qnv1su8ihjw0cloymf13qzpw,dp0yumq9rgdfio8zort4o3vjdnp7idy5gtp2mz9ksnfbzty2vnqu7jz6wx5yp0tv,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
xb23iej55y8hiwygntj9hougt6ygdfojgbkj9jpltqth4qquh2ikz3rweu5ticlm,lvvrtysyj5qxf7mzmw7kyimo2zkg05tge04phvrlhxkvgbfnnnuwrdhaaeol9zgz,m9htkabteh2i79fbntwsn3ebv9uqsebwhjlaa1ttjea9hcn5sprz4hwzm5cjst5i,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
j3kcqzale7psic28m4oqwxvivbvol4d4t339jhqca3lh0oj5shsgeswu69kw3p2l,zyb2w6fpkcb3h2jafrakrj4qvmsnoj2k94p00fx2escac64i62e3moddd3mlve8i,dyvtcye4gntp7sqzy2bz4e373igd7ezmlqdl57qtcfr3qxiqs3do7ocllrqc8vse,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
mxpraddjov7v5rc8atusr8hhqo51hb62qdi2q6zfqrtu0fen89bz8b01l69ieq71,lb0cf8dimibqyhr0ll3adb4xbdv3apieykclvk5j1oywo98kmkcpkeniwm8ym25w,nigh3tudnevm78og4dx5ejs6v1kdlqk8b44kfkzoqw3hl5vkpubbc2ca0jk4s6ne,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
