HashApp,HashOwner,HashFunction,SampleCount,AverageAllocatedMb,AverageAllocatedMb_pct1,AverageAllocatedMb_pct5,AverageAllocatedMb_pct25,AverageAllocatedMb_pct50,AverageAllocatedMb_pct75,AverageAllocatedMb_pct95,AverageAllocatedMb_pct99,AverageAllocatedMb_pct100
pyp7nfbnylxwilbgrlqyy5vvcy703raasd4kknvmvyz4szwtlbwl7h0nfyu1vv0j,rzn5ww5krpmyd0gyd68a6h7gve3ifnc27hzfm5dju4mooubunz28gk3rtgdulw12,ehqig8yt93sq468z7nvuq90kc04atlyl7pbvwul2nk322b9xfxmq914ipk07pq84,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
2ob0c5kxt3pzk4f9uvk0wv7knr25629gmsaad4uv5u0eu52ral0m4fwjqz57f98r,zhoo26fwvt44gy44rxz5kzbl33pn6cl48o6kedmearf6ui2ctwkosqb1emywutdn,rbmlvjc3vlsodjbkjafg6i64q2y89gwpafb0jwt06upqri5iukgeqipiddaah7n5,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
5boz7nlyuxiky5a6ctolh1rvknqfltql7hrleinrvmx1jle5rxfx24238ghxl9ng,ewr8q69xpbwur9b95cvpqfjn4vowwy97o7u64fvrlo3kqa1o8jcac8x96nmogt0h,nq4h4f5mse5fjv3e9o75f0pfwjtbowmho5f4ml1q4bt6dibwbo2sjkbgyqrzzg9c,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
tmje3ixup07le5cb9vsvs75y2bad9z1fc44wwsl8d4ndwr1e0cdwyneppal7gwhc,y8c01v3u7cqvn3cdgdp1m8l9stwldl7g6b4kgp34f03i03yfh5mgqrwlr02yyqbt,ykauyt6n5gnmsy2uxjslzkyqpooh6sboks806yjvdrtclnrqwx1rnozhfrld9gb5,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
m9iks7gdcbanfuw8q14eieazkckxaxfsqvbepoba1yaxme0777q4b3pu5du7lfnm,g51t3eal7w7j17biynfd5ydlyuwvqpp0eal6mdmnefsy14oma59vcm9fonkzzxh6,462k8bckr34i1u1tpvhhk1bayuuoy8bubbisy54r2jkg4mt0ohn8t72h9j68cqye,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
b6x237bbn07sk84vo33qylxmoce2gs6h9p79hidt11sl9oc7910o08idu1u1xcop,f9ai813c8qh7fpzda4h2l2yexdpgy2rwaru1ipsdhc4wq0s7yhg3essb8et4seil,ycw8fabsd0lc2dp3vxp0ujb43vgbd1fbfo00f8zvlk0f9iy46x8kf7ai83eq7g53,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
28oihvrwf6ar66t1jxk8fwi0dc9n4a0julayl8vlicek7bhwwc1ervt9kwwfal24,n8ikj2mvl7mqka4e8p5wswe3dflrnswglke9ofbrlo72b2en7e3p6pym9zcvs952,kci0ayptbu3yxomm4ygxb5fvygxs04dui7srr2cefhssxc5n9nxjyj96ibpipaq2,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
crfa90jz1u8z9jhkr27dygo0k7yzfnkrs4daqyciv4c85gbdyripe9kwyhlr20kk,xvway7h3ppmr060ymd7xsgdj7ldee6x0sf5y8fuldhswhn7reccjgn22yii04zqz,ga3exsq5j0hdqo2kqgxosu8pva0ojxvdvkwokuxz52yfczskydfwgja7frbrx0iu,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
gl592t85yzaf2632t3h4z5ty03gqacs4swfjv3xblavs5u42r0tevxggjd8oypmx,west63oo5dkmd2scp84bygaovy6x9r5qnesen6sxqygyue4km5hiyyfucvk06ah3,pkoirikf68s74su6vgxu8kqn6wbsq2tha9gdoo5it11djbbl9gs65v8ioni5rovr,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
pyn5bew45670pmxpav2tmiam4fdidxkbs9vmcqjqgxs4r2qezmss70bfautzqtta,46xbtzua2ljqrg9cg3sbljoqb8iwa2g4pdqjo7cztb7yy03rkb76qh74ef2eoa6k,i7pf7t5h78lia7vuzmtqk3zw8grgx727odeu8ab5ms7775amt8yyjtjl3s3veax9,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
m37sz2ax4f0gj8e4caqtci18180lmpxu24fv69kvm70v486n7nedl7odzyi4i8t5,j5kpctwyb1tz66nwc05p8yo5i7qetbwc09ti2prajw6t6zxb16lmc882ny69xsto,57j9xql53iotqld1p6m7l11856lfwgeyr13zavutgdiri90ouq6clwjxckcsrhlv,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
45xb5gojkcrgjm2zrlya0j47qjuxoar4xf4g5reecwiz94gdik94uhioc7krfmr0,4bnvrd1rrskh5x99n48pzpc7b55ofxjxn1jpj81szytqc8eh3xlzyykakxpp0tgy,m8s1caxymd014qj4xnbsq9lhefmb5x0k3rl027pnb87lvl7gypuqpc8xfdg2opzv,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
52tvd6ictg4l4jll4lzrqqho0yvfoxz1w3dmmt0jedoo6d5x9fywpjowmjndatkg,rk8v1oxwr9sqnhtr3dzot1fxmg3n46zig4jbxefh3ddgvzr3l6aemybcgaa6z0n4,o0ciy2ajl73sadn8s85dnlq3h1tkdoy3vjshke6me72fjr12ysnk08wpvpfzl6ul,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
ns04wjcrqj4acvugdg52u26etht6q146pi78w3y57hy6lcqbogzsf2jaeoerd0k7,d31bdk95vyilab0c5xu9a9e4bmuy1hexd4w5fqaaklq9rrr6uhjyjbckyb28jqwl,jr2i0fpkgszxv2rf35hiqdfmizlqlwt7s8coyfa1wkbrhhnn9lv2jfow0wzbkavo,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
1unx6wg7av6zcwjpt4v4476xr7t01lri419sqqwu6qk51e0o1d9bsy58ueopyvo0,ph1e2l804g92ow5kv7o7sjvf7i2m652p2g8s60yxpplxqpc0pnfxxpxiwinv0ej2,qnopui2qipmr062eni66wq9f1do2cmhwayeejg26zhc229bjc44ruxvigfa4u241,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
sac883siw2zzojhtd3itrc687hiux4p035qhcoe4zpmy46kl7emye926r40qruco,k9a336zhgtr0ub7t0fy5ebv6j98vru6e4vreank7b3vf6zixfy1rzw87s5xlliob,dfxz0mvauzw5drqea9o2isfepa3rkpjkxinxaez39yp9lfchi9qahscdzsh5nb0t,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
fq6s043wxkhkgveycoza27ygf1deo8zxh8r9us69yt6mpcl8qriz3e5kf0ptdt05,knb2pre41e96ltb71dsl6x12crqpcv1sz6jioxytyejopsyqnnutxfdpozjocw7j,1s01xkgjjfc037lsnahv93g49fgov0psy17fxhpwr580vixb0jxausai87nwv1cy,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
qbouqy0myj4t4e4hpuoh78kil55unn1af4yg4f0mxcmnuzbyzkmkxrvqoetokvsa,duu02swrrl0m51be9c3nhhg29wsjkkx8ojrzsvokersbp5q5tyyg7c6b0d1iwcu0,hpinztx3d1kfurf956ezw7tcoq5q3bw61xkvypkr42ke3746q21m4qdigd7mw80j,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
ir3snzthy7o6gd4u7n2nrjl7t6py4trtjcdj6l1qpziwz7ga82ekcdq8wzcb0gh8,ti7ivw6ia2iceodtuh7vybw8bysvv9owfemt5wajvl3nguszyptp3hqsiwjzrile,wxlknbcwvhb62jngvg8d4otuxd9n8f64iix0qs03hgx9ymdxy5mc6fqu848oeyt7,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
9cfamggphbw403j96h0mj30r8qtmv8pz46zuybahi7g08i9ws7eg32azbhqfm790,e3ogghaitysm6phcpp2tfl2lkmehvy0nqeei4csy27sydaxwa1vrqf87ydeqr2il,cr4f4nq68pty5q1kdtsm3mynlxdadzkd11461kgpkkkrgt36dm5fsxrbzgdt39qu,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
