HashFunction,HashOwner,HashApp,Average,Count,Minimum,Maximum,percentile_Average_0,percentile_Average_1,percentile_Average_25,percentile_Average_50,percentile_Average_75,percentile_Average_99,percentile_Average_100
ehqig8yt93sq468z7nvuq90kc04atlyl7pbvwul2nk322b9xfxmq914ipk07pq84,rzn5ww5krpmyd0gyd68a6h7gve3ifnc27hzfm5dju4mooubunz28gk3rtgdulw12,pyp7nfbnylxwilbgrlqyy5vvcy703raasd4kknvmvyz4szwtlbwl7h0nfyu1vv0j,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
rbmlvjc3vlsodjbkjafg6i64q2y89gwpafb0jwt06upqri5iukgeqipiddaah7n5,zhoo26fwvt44gy44rxz5kzbl33pn6cl48o6kedmearf6ui2ctwkosqb1emywutdn,2ob0c5kxt3pzk4f9uvk0wv7knr25629gmsaad4uv5u0eu52ral0m4fwjqz57f98r,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
nq4h4f5mse5fjv3e9o75f0pfwjtbowmho5f4ml1q4bt6dibwbo2sjkbgyqrzzg9c,ewr8q69xpbwur9b95cvpqfjn4vowwy97o7u64fvrlo3kqa1o8jcac8x96nmogt0h,5boz7nlyuxiky5a6ctolh1rvknqfltql7hrleinrvmx1jle5rxfx24238ghxl9ng,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
ykauyt6n5gnmsy2uxjslzkyqpooh6sboks806yjvdrtclnrqwx1rnozhfrld9gb5,y8c01v3u7cqvn3cdgdp1m8l9stwldl7g6b4kgp34f03i03yfh5mgqrwlr02yyqbt,tmje3ixup07le5cb9vsvs75y2bad9z1fc44wwsl8d4ndwr1e0cdwyneppal7gwhc,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
462k8bckr34i1u1tpvhhk1bayuuoy8bubbisy54r2jkg4mt0ohn8t72h9j68cqye,g51t3eal7w7j17biynfd5ydlyuwvqpp0eal6mdmnefsy14oma59vcm9fonkzzxh6,m9iks7gdcbanfuw8q14eieazkckxaxfsqvbepoba1yaxme0777q4b3pu5du7lfnm,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
ycw8fabsd0lc2dp3vxp0ujb43vgbd1fbfo00f8zvlk0f9iy46x8kf7ai83eq7g53,f9ai813c8qh7fpzda4h2l2yexdpgy2rwaru1ipsdhc4wq0s7yhg3essb8et4seil,b6x237bbn07sk84vo33qylxmoce2gs6h9p79hidt11sl9oc7910o08idu1u1xcop,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
kci0ayptbu3yxomm4ygxb5fvygxs04dui7srr2cefhssxc5n9nxjyj96ibpipaq2,n8ikj2mvl7mqka4e8p5wswe3dflrnswglke9ofbrlo72b2en7e3p6pym9zcvs952,28oihvrwf6ar66t1jxk8fwi0dc9n4a0julayl8vlicek7bhwwc1ervt9kwwfal24,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
ga3exsq5j0hdqo2kqgxosu8pva0ojxvdvkwokuxz52yfczskydfwgja7frbrx0iu,xvway7h3ppmr060ymd7xsgdj7ldee6x0sf5y8fuldhswhn7reccjgn22yii04zqz,crfa90jz1u8z9jhkr27dygo0k7yzfnkrs4daqyciv4c85gbdyripe9kwyhlr20kk,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
pkoirikf68s74su6vgxu8kqn6wbsq2tha9gdoo5it11djbbl9gs65v8ioni5rovr,west63oo5dkmd2scp84bygaovy6x9r5qnesen6sxqygyue4km5hiyyfucvk06ah3,gl592t85yzaf2632t3h4z5ty03gqacs4swfjv3xblavs5u42r0tevxggjd8oypmx,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
i7pf7t5h78lia7vuzmtqk3zw8grgx727odeu8ab5ms7775amt8yyjtjl3s3veax9,46xbtzua2ljqrg9cg3sbljoqb8iwa2g4pdqjo7cztb7yy03rkb76qh74ef2eoa6k,pyn5bew45670pmxpav2tmiam4fdidxkbs9vmcqjqgxs4r2qezmss70bfautzqtta,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
