HashFunction,HashOwner,HashApp,Average,Count,Minimum,Maximum,percentile_Average_0,percentile_Average_1,percentile_Average_25,percentile_Average_50,percentile_Average_75,percentile_Average_99,percentile_Average_100
6ygrkj3lvdqoorxfrf7lcwtj6mkwcpeiinkytzkhqmxsano4yqww5g6vt89v9b6m,8bq8z77fyez0h28v62qxng6jhige0pnngv40x6icfj11apyh0o54ltj8othmw2ue,0qiwq427fj8c7yrq94plt9euuz0rr71msq8nitq13txtgv9ghsecebzad9k7bv17,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
6ym4g5os04za9g7q27y8e83ogf023g7hmnb4aj7brojstddth3r0zluhz9401vsg,yq294fu60x261wg7816l3d4yblqnwlz42kelr6kxybmvzkil6neq5knik3kag14t,rzk2h6qyolar3k8vgljlgez42ymz7yjv7gkzcluy6a2b1d6a2uyxh8mmjmxlkq6r,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
hpywuzb6pv3vm67u64y0xkodbcvfcbdi52gck8pfr05zsja3isshzjk0x4ancmya,aiwmbngywx0gt26un8qei5d8u36gk6rqwub5z6mq6v9aim037ab22tp1inx6g2nj,ulwigshpiu77mut4cdpiyooqstfhm00k3o4bcp6kk7ibfsmnrpnh4ce2953lbflg,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
dxu82nq1lmz6knwqxyss52e2zl29wzlslp9wdt52r7qi38g3z1x66lbs2vayffej,n436sgoifscikj636cd11c135hqb926mmtszwa23lnwnsiryqhvl62fd4tg0ex90,06784em6uomvyphfkxz8jgu0xgdo98wdxl1ll976ufz3moxxyk08lrw7swp91vs7,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
cnn0pz0ylftlah2hrdqu4cw1ij5otg39bwzuniwr6w5he7w9efdfqik1xjkko6xp,l19qktyr1z1kpftz8yjb0hy4venea24m51toiqmkw5luw7r4f9724pho352ssbgs,2wmx37b450fbyxoh2rtrafz8ttpdh3ekrvq51sn55am9trjp4pnr0wlcphzqn1un,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
0omffslfhz98cyjxo2w748da0ap23tbz3bxz7pj3ngz89ytdfqmf62oeqo9epdyi,2v74611qb6yh0s0y9c112vsvb1gc1mt1wdpvi6654xkuc7osimf5y9u61o1vs0n2,nqav1r3hhocm7ch7p0a7eazf7efjxtoyhg07qa0dy8sknmnmqqnxs6r80avf7068,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
7mxmo69zj7kq7ymcu44mrbh0qngjok27t8sres7pkkaj8fv0eynsdwij2iabkwmd,1ss3n812nfl0se7yqyzr4kllc0uc9yjdnp3ofjb2gm537c6qkcolp2zaqoimifc2,ynq4ygqiyz9rggbbc8ijmejdnympvvwwxfbfzp74k9vbpx35n46cglaij59f8vr5,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
osbk6v56w0tcbfbk7v16yhjkw3hnb7tyxc1yrtvu6hykoquftqzpabsf5mgoxz5d,3uv2t3vdy0ywkdcpvdkfjhkcvhrgyqqk40vorguayhku0eqbqaasy2q5m7chd10s,slh425qmtghsuu0qsxjitg6mqwvq12mlaif51cmwe06br23w52d1envzrzfer2cf,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
n91r3epbhtz4uxunvrclph244f5y97dwzdaod8g5oqmw5agmwfh6um9wxzn68cqp,q61fq5n5dgz29sx7kimn7bck9wyk9ib9p4xwqokolw01tpv28scxvr8p2uskp5mm,qcwy69gzbfmg1uos0h017ocqezad4dqimz7a5fkmhonclenz4vrk9qplytfpo7e1,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
qltbf4j3527u34cn0xunpbszlds4d0qke4h35uhuigplmz5bi1aderra7p1vfpw4,35j18x4iqqn97bkp99dkfnckmptub4k3evuodlz9p1y1l5rdn653tf6m2obn5cwe,s8ksqrhuzrrykhye8u8hgp9umjfiaek4i6gd0757e4a44tp7odjintbj773bv67p,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
yx39ql7b184qvxmh0j2xmxcvgy7xcqaqu5me9fmhtqm4csl72izfj7dtlmyoj10s,s3ghe6w4pcthkmlwc1mery49fx2revyyp8uu9lwtzkntxvh9n52yc53eq2a46zzr,46yjkd3t1363nv57f4ptyunnzh3q6krhh1jcnrwvuft389cex7wbukqcaqhrbd0a,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
4td33nizfht0lhnmuurq9xelqog95rs2b5djgcq1xf7brz7pyz5cppjhrm89un0i,vaqpeu7fdnkcwqq5boehhc7z4i2a3lnz2uthmx1gj4hwwg5625rey10ua3mylk5p,voddyzp71bqahqlk0rouub463ppfk5s56pj2wqmm3o0xzdwqx1kwpizqhau0krsw,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
41r0oavgt3suy58vu2dr0rsx29nmgvuiddu0k2tco4niy1edt9c3n6bsyibjty1y,4ow1vkf3zmpsfubasy31uh1twqyf3z6k5j6cnpv1euulrusccwphkv2y82kf4aeu,q6lwc3va9e3ntywfays0001kjoaa4wd3e36rrv7j8hsr2pdbk4yc8yoxy635xcde,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
wt1zxuobh76nyjck9afl0i97ozeh92m826xt81g3mgtk9t2kyauv7si3ecuhpgix,itiyd05kdpssncaxixm84ube5b9khnnhk7tc0l78s2p3lx654ev53fzpjcftx1s0,l390r2fygs5kb7vyk8qzf3liguow42490exh354a70hfrkzok6h9e8p8zfwqr9em,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
3rj48di19fr4mjm0p4rwszia8bprp8udup9tf13cwis351vcl80ckgvlt10s2ccz,a151n6tbk558yviv0j4sf1oy9bdswzihuezlwt11r4i7dvlne7up8wmc78f5eslo,xr9zhmg1bic4t5ti67j2bx2mvzxe1bxu6fps6ygr9v09d9roc42un6khkvn8fdef,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
ies24loorjt7ybpiyugvmfbzwu26qk453bbr0m5taxfqq3fc1cejbmil1bwskobl,jetehcaz07j1siplfu7aqrpgcx87056l3ufgzlkaq6edke045tt76tr0cywf9k6n,2gsc01pjpamybjqzki4czavmja4m32l8vfufsgqgoot4wqmq1x60czqk4xdql0ne,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
1bqs1nzroh1ryktmuf7bxb0nrbodfaviz111mrtlr6pvn3mftvvtyklnxo3cs6md,5sckc215v21aa197uf0zrjlga9zu9z82mjxzvrw21ubhziwp113l2gypq4tujt2y,nx0999irfzq87ic3qxozobm2rp7kq22l5aim0dttca16glkt9yeisur7ru0qa88r,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
rxqewxo4lbipgpe6fd9pzm82yh3wyp00qh2xorn3buvzkiocqlw803evnbgif02p,xn2itdrbujmp5qdqyyts4rvi2jtud6hk6rtdgld2qrtx5nwcsn48dkoul1bysoev,cx4rwlzpouej1jf98yblxzosapadcou354lihokvswiwas9zf1gkhb8z6tpnxeu4,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
iddkuc8d7ulg7pup99ewys49jyd0ru2rw86yz9t93rxej5dfh9relqcf9pfbee3e,zpo23jwfejceh9t0txsrvw3f8lmmvhyrlyu2lquf4y3wnwk9zuqjz4ouszol2q2y,gmh8q8fdj8j5zboi3bhq51i9nf7ekmpewd0kwakxhywf2tme77q7xd4unu5ry2rd,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
1emsmxi5ubd7c0s05hr8fyxnrqyz3o9pvt3vh5j44huqybfo8olwnkfu2rcimfj0,h12645d7pa7m1xbezbass1x6lvtthmceuu92wid0gbk2t8p9zegzpvyl6ozd43vy,cvwh5tcrj1nph0pgnlk5ozsdliwi39loy5fc5ncfgo6fo4glmhffiovq7yfjmk8a,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
nwd45pvp146gg459e3ppckrqzqsmi2txlwpcwftj9nj9t43w4gqglyq5cqtl347s,ptqazsp46mjl4h6p0zm2tuenwkeos6f0kz4qlaxwl6a40g5t5r37888msqzzc3ke,8jx59z8adzpju2n2j8dpez1e4rqdik8bgjyrg3fttl4710esisxe613u8clafmni,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
razvxpl2favhnyxrgygq7x2miyuw8hmi57alyd91upi9h38t5hov1cr0jq2qw8uy,c04tshkeb2kra7qkwtne9o564tsg3kthzz2n0s23fp4bbzc8xxntl0hdxcuixr9u,nyemits9ju3qyve6xm4uqunjl5qhezqxj5hbiisc38xy97zw30nt3l5b1tozatoe,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
glt5h7bbtzvowuaudyqmi24ap3ngsn57rt09yrp1j7dn8q25k1dy9jti9rk91iip,c8gr4h5w4tl2bifcdsjb5y87zfnhxcrze0ij5w5sh4japw1uurby8d6s1wfr8p13,tiig0jcqjznhrycem2x15k82r5v9vg7kzjyw9fq8w55vb5780hme6ed2th6ffjkn,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
639karqrhluq4kqg35gw8w1zu0cnks34qc2ltnhlevqvs1kl8nbqqcvvccni8evb,mp966stp0zkaut7qm06w6mtun8nqkp0mj9f180jyp8db39zrgmgusu141d33aylx,bhwgkctt2w7cckr96eaxi245jy07j7gijp6kpfm5bo2o8v8v9qew7xylpfdlhwqy,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
