HashFunction,HashOwner,HashApp,Average,Count,Minimum,Maximum,percentile_Average_0,percentile_Average_1,percentile_Average_25,percentile_Average_50,percentile_Average_75,percentile_Average_99,percentile_Average_100
arjk72oul2m4aoynmtfoipmts9cxurtzdpivwqp64sh0d9jhb0jcvoprlwq1nagr,4g595hhxt0tjc7oh97aczhe8ws8og0s39evqog7k29te1ckom55tlw0j5elo9l1u,ndkdi6v3cddiz6i7gx6yu2pkol5hjorhg4uutxnn3nwrpyhl1gq539flr2wo50yk,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
ie48l16nrmlm8u14q6gvo8opl7jj2k9mkm99wzyj0i7l5e5md31juj2g0csgy0px,nmp4h5lyyhflniusr4mmnf2097peioq5yz08iqo0h5pj9jh918nq9j2r3fl9unxl,pqxlg0y365bv9f5me7652jexh9x3ryqozf9zhay9e46oat8eonivulwa9t8feo94,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
b84ru3z0cx09t1m3m2v9ly0g71gttr1vva53a6ot0xwqrpksl547glrx1haoo4wr,jolkalhx21ftpt19yuzx6z7e54xkaekjm79lwxoudc0kdq4pjet2h8rd6yelpruk,czgs6v7fscayre46h1y6zr4gu6rkxvd8qu0b6wf8l5c1h56siahw6x7ruluesmil,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
je331bg041leinrsztgttoy2dvqobchd412i9uihryoaqmewizamyc6x9le9alk7,kcd8fuxz2mdzmt6gmd0awmo1zemkc1d0x3s5ryt758lbi0lsyyfs2lggoj4fe3jm,6ibpzjbx3duj338zxiog9d0n52a0k9ioibixflhw0c09lkh2bjj90kw1b9j60j5s,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
xi57uk3uqiohhkxw8db57rxufuf6g4s8uf7crix78pwfhsq65a5gurdgb27hbny6,vlkjm6t0ckhgkyyolbl71uxmrqedbvnmf3qmkfmpdsrml42318zhbz8ea9yo2gvj,zkr16q7npk1gbvfex1gru06p9t56ujrjmfa135plx9jper33fa5k3s50ndk7dk1h,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
jjb0lwiazi5fnmv7cek3u50eb0hwsdwvi8a2kidbgozgfg4b5nbh9qywit9f5xa3,s8rvkpb3km62ma3uoxm3i0ujozq9joungwargc9usfd8wbj7m24axwb4mee22gf5,vifxnybqw88ac74nj3m25ua0uuryf9mrw535uzwzzid5efp2izow9mq09gqd1f3x,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
43yoxom1jhd3hpylzs3l8klaq821yv0n3iipt8r1q1if80x7j50ua96goubic8v2,2aw87b5uzr0rf5rpq0w9964mbebz0smefynkrdoy3hc3rjeuim9csevyzljyzwa5,6snl7jq750reyg13ftl7fvceashlmfr1mzh5gwsfqvdjshx43stkmr3hqdc0i06w,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
sddn544qp1trl73vktvds6v4m4us5i9giw2ybw1ya9hw2sxx5ekncylx2j57k1gd,9onqyuldb0ci0rm0l6e8gno9zj8jskfh6w6pbwbx4kbpxp19j24vubyqocigjux1,aq2tvuyxqclyy24a3432klusdyu4kvoajxrp0464p8n9h5376oag99t789ucpopg,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
jwhe5679yh33c6ug61wu783oa99q3mb2z2ffszhbd812pnv5omn5546aew0v8t5r,k5rnd4njwpv50ln7avv7x6ab9z5h5rg7nepf06xl35ugxahrsbibg63ma1ldzmd3,ce5rpmvuhxnz1oizly3codnyb59ir6smi0puagk6q8ahtgbn8u7pefrzduczzlty,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
10x0j3ru7ki1pne3hxyvt26g4ajiebhwba7bw91xnzaogz2t4a9zj04ze2etmvld,q3qjao7frq5dx7qyaacqolwxg0v817w5iwec64gmacnax03jwcp8vymnl94uzixw,jpqpy1iisjcpbddz1gofpfvrct40bydp42saavjp50704iph4660mwrk102xai26,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
