HashApp,HashOwner,HashFunction,SampleCount,AverageAllocatedMb,AverageAllocatedMb_pct1,AverageAllocatedMb_pct5,AverageAllocatedMb_pct25,AverageAllocatedMb_pct50,AverageAllocatedMb_pct75,AverageAllocatedMb_pct95,AverageAllocatedMb_pct99,AverageAllocatedMb_pct100
pxf0d1b4v5f02uvda3zxq4i71598a1ounyh658l64mqtnevgej1p8399jao9pbuf,j0f9xfpb0bkdag2cum2zezckrkaksio1f5xud3kch6tvbcidsxufk8m4zpxu9f0j,apepm04vp95j09ahjwso0w9igtyp98b0xhr2qqam8xi3d17ui86pokkjlrobetbw,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
eapjy6kxr35i1ccmxhsqg6ypdywifunhw8jboiwb7ka6fij5fjmhov4xt1f23fcm,maf862w3taq8cazhgv96dlawrv1yys5mt6x6pal5r96zjcmnm2s353q2tey9w7kk,x8f8q4mszruxn25a0qelt2vmg7cqxa7k5iuwyw0464b4jhaa4tjr0dhr0cfl3z66,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
l1n2pqm427tid9339eta0yf2p0xts2oec3oo30qypl7vhr7z0mbhlpq9y7o4lp3x,r9x3zg0zcjy5ixychk5gokc858yqzgnhsqix66hrip5nrba7hrbap6pheux95jo6,5i3mclwspa5p53dkf8zb6go8x14il5zqtjfgcud9toe2hfwckwez6tm72g4b86i7,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
8as4v9hkhi4tlb5bndgq2btf6yvjjy7ichlhz29jhw3u938jncrw095ztczbacwx,bc8wr1k63hrep3freameyjckonk2n8wvvhlkzrsfpfzikfy8yl4yz1aqsapnvgu5,77hobd58i0y8dlfk5ot2cs9cejw9f5x5y9arhwonrdl3kcn142gfjlblrbmspf8s,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
k5m1lkirupdfsdf8tg6kh8qkv19cejxdofzljtzan778vwmpl7az6l0e7djensfu,g0hec71nhjiibi9mh6j07yywfrwttt1h21gyf3v1xosvmgbldijt3k3414od3267,bmyq0gl2qkrmr4f7apjhrk445znq8g8m8hiesnqmm6ecq8yoz4bxt84hs3o29m4x,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
xes09igo22rsfgtwuy8v0s1aqu283f0t90f3hbbmsu07v4lmcnasqdg5sw5mrmlp,yaxs3rww5i4sk4quub8jjgokxvuhrldem70w75d2bq6pepbh1xr4tbwdursae3dr,d9c6itlk8q15zg6rlz6w32ph7v4m2p1y1s5hh7badolkzposscv3ioemvy3rhyhz,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
qa8xbzso5a25ugvc7t829xyvdxdcg31102hhnq5ywudbh7p8ism5cserntukeeir,0pt0uaj95qyng5hf7xlbs0vj9jbpa7dph1bz0jz35hjklke881j9g4ouqk26nbtl,fasuxo7qofgmb1t7epfjfwgagtjashjceczh6ykmlbuipzwjm7iqmq6mf1hb88l7,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
nbf9grgonbbfjyzwhrx6hj8rzeoojto1n4ajfv234a26sjmqkp9rqhr62wwn3f53,hs4f57vyt4rg8zvld8l8hh970f1bcqfrl0uel8a016kpn6jmbvusen2ous93gz5o,udjzguwr5vrx957wxwac6eocfeh29b083piacomlclb99gagls1nqnyvwtsp2329,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
az6stavoc0s3m5ixlcivzs4awz57nvrxletb053nx4vwmxrk4it4koaqpqm5pfdn,qtl7rt0xe1gdjeexacwl3gsr2hm0csnal9oa0mmechrmkf60fvk9kea7bzufh6uh,axah38aqidk0wxmpucpmp1ws1psln691xiwmumkor9m6vo6yl60xim8kdll5ns7v,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
3efhh1i5k2mplyzdcek4vy7xnrrhx2scp150xxko4pknrxhboqqxsxj4kqz5f38i,gw0nlsitpqvzeupkz3zr4xb1tmf3dwnssf73apfqxbtl7tcsh381j9smh4h7ikso,t5xig422w377lopa4cv0fq035930zvyc2fpoefugao9b9bf0pk2gmh614mrutqbb,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
