HashApp,HashOwner,HashFunction,SampleCount,AverageAllocatedMb,AverageAllocatedMb_pct1,AverageAllocatedMb_pct5,AverageAllocatedMb_pct25,AverageAllocatedMb_pct50,AverageAllocatedMb_pct75,AverageAllocatedMb_pct95,AverageAllocatedMb_pct99,AverageAllocatedMb_pct100
2a3tprqwywxq61bm1fywr8a3oamohp14se7fem2zhwesnijvcjmapqy2v5zjj5ge,du24vnkxmsm8f5x2aj7h4k43hqrx8j3p4ntfsf9sledpyiexqaw9df51osky3eh8,uwykq9nc7dmjnui43z41wbaxs9owoh8f7a7fch7xsz375rmf43qpqe7x19wqgvyn,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
d2te24vnj69gmuf26dlt6xpwf7g6m6hkqeb4c9nnrvfav83r1mq2cx3p8xd952v7,kao4xt9rx7w9w8pf8m4o5z05lrh85dmb81d81qobsctwrez7kiqihzxqdejlivdr,dl3x97bmxin6hw0zs7o4b0hrr5h9q7f0celuh8k2z2k0cu8xczd44aazt0ge2tyg,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
4mu7afa5bczp805hz69f4lezagk6wfui5hsivt07rlpkgwfigquhocu7l8apjrck,v5jehurm9t2v6d5vpkqh37re996vkawbyhq07i0838xxi0gdnxqwhqhu64mny12e,e2vp8i0puv9p4vd9zvs4resg95wnx3zkug31fu2tlorqapemfgd7nsm1vtad0x0w,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
wg9vw0bd4n5fy5x0iw69s194iyhl4o4glgmuoz8rq4zbjv9cc1omn3sbbyzpg40t,14k3w336pbbbob28xicpcn6tkvlm44jouxdae0du85f3tb1fep9c1ekgg1pl0rqq,anz98fqdxynrio0litgwlnjuhbar7d1v69m5ldfg0oxi62n8uwxj3azv2wxims6n,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
e9zevi4wzwrulhmsqivck7nttv8c1lsbmho663ivp1xtasfrpwdlzr2rteuq2lln,bc7amtx11p3cjyv2ousubp68y23omrg3wvjrhwwcp1ukxscihc4r80ho7b9id49t,7e50dxtfh8kmse2vnq2m6jlw6kl7t7b59700ejbtf8jh7odtrvwn6l17kkic4wx1,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
2rfu3odwjrxuntlrmwnp0d79o7m7toesbjjv1uhgkxthz8y1rauxn0yg8956fjmn,yuos9ji1vvl8b6al1n8t2yxrt3bs5jy0qohob7k0r33z9aveh86nm8kk0xh68vfi,yhnm7hk4o61wydkctixh3j2ziiiuwiakav9p06a15t5csdetgyrl4cckz2nqvc5y,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
2xc8pzzvnkvd3dvkguo4xnlttuk9habrpi84spgjbu1e6tmnt4q16wpozwkokneo,ep032mnyrwt885p4qap1lqmpn527aetxz4pigzvh9kxd9ow45cma5gr0mj862nnz,2wvita01zq7ga9udff2eqm3iyfnyo3foufwoqv8578piiicn664wpp80szvruiu6,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
hmultixel4bk6krw9xz7hap4veg3i51k7wml46njsu72hgr63gegfj66l1b54wii,jjj966uchunbta8s1sbhgi6vhb8k3inmu27uwvtsm1jgmbx46aee5tbygbcf7hof,8yuzdjoeckimo0bfml8ozjepo914ug5qgohyqqi4pcuf679ck92mr7qtiw5wogep,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
yya5akjrwip2pj5zq81m0qu1ozt05ohey4dn669txowrybbd0nuv05to6awdlmul,5mbhngj5pwl6yh357qntsgzubiy33q388inicqyo137lckaicdwvyzqalcmrie3y,t4pxwh940ovw9us7ja60yglib4clrfc8u3caqwbk2qiumzaifzynf6di35tbcy7u,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
j320sg25idrx85eremc6hrmrjraa2ihxgkg3bsys1ll3jtvrzq6pk1yl1hjwpd8i,s9uz6tlvnq1l8n4wd4zsjelhe0v5bwa1avma8xkpa64vh1fi399qbh1sucdgvhyb,wd634488w59at07lwnldulmz03adrmr1pmfzy7e2zeqhqjx244o1l1109i1ch0cq,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
