HashFunction,HashOwner,HashApp,Average,Count,Minimum,Maximum,percentile_Average_0,percentile_Average_1,percentile_Average_25,percentile_Average_50,percentile_Average_75,percentile_Average_99,percentile_Average_100
nmha1nb3foquvrpnnid83eqszuf1wn1sbhowzdb1pfk4a6o0ppfr5im6fhp5tp4d,tk1vy30e7yqznoqlp6sly3jgibn80v2vqo7qduvkhjt844poa8ouseq6yjquvpsc,r4zvxvw50ikahk12dewzg9hgloarf2avc85lzu8iihsmomgg84kru9mc3qtdhigd,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
o18afrhfgqjrdh5cvo2ry44effr933v344kmbzlzs3rtheinxg687bva6qmipmr6,bssf6ubowz7g07dg74mt3u17n4oj95j6xzsqxzzpuzs06yidwot1oa5b8ihymfls,vzzz0nhgkw4hb4o2dz12friu93xrn9dscrd0xkm0fae9nzhnjxcp6aa13l0qhvu8,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
tt2vycd3c0w8waskc8ym99f0051vd8csb66k4facmqv26f5j2fg9vnn1jfz4konz,6me9fkg0swiqua2v8sp5h6w0ceuca06f7q4c0h8povqqcfeylqu3g9d1xqort2yd,8i7xdc9ntkd7fjmlxvqq3iatdulf5cvfm6jh8r8xn38wnjwir0ezpe97v6vp34w2,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
hk9t04tgjyuudmrubww0pofykso2b1w43lt48jc5x0qdi2kiwvglcnfvb93my2fw,3li73kc2o2qs0c3glhq4jelqcnnrohczadgretul73n3hefi0xvm39w01jstii96,mscby3l0i4dy5j1jn58vkwi6c2gr0h5aqjz9ti4yy5p9beglrbsoda3droph9x8g,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
bymropheu40rfqjt04fpbxwu5tgjgiosxwhtmme6w6f4b66771ocoa3yj1bl58xz,wskbi944smnrwkwuz8laczz1l6977bu37elbree7c6fa1nhdeswdaa6k8ku8dzt2,943xabhjuabd0kjpmpvl7ks1c4pm1h6s689x06q6sts2q70j64luqgbvznoylass,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
rtjqqbyfs3kgoemaz1208oplnm77klnemmmkne6e4a8anlq13q8g2f3o067leep5,v2p25335f2fmislsceniyhi2z8badp1qnocku877ad97ahen1bwk2ndj8hrdlxxg,rrtvwqzti0uvhf0x1qis31h4lhnfwlbqzy196khypljy225ox3bq0y4qkwa1io7m,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
snhp99eu9n1q34jfhbvo4af4o3vp1v123yz5icjmxrkexcqbqs7rdf9nsnylqt5l,5voxajvfzgb41t9jhiqoxdmabgplvwoch7w2znts7dg8x8udaozym1coy52cu827,5vwg539iin7kwx1eapul1ovyqpfdwmhv6p7q3oc3wnqvqlekbwkkan6x6vrguh1x,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
swh1x431nm5i8ftc1mozp0kvku1yl0ovp0dmhzaltp9rijlpns224d4n02suvd9t,hczlrju6ohhgszz470us5cjj517h8loh7y67sf73aepvg2b232qbd27dpqddt0yu,2xp4dwqj9i3lptf7sd7v5v1j7eom2pu6huwyt0n29z3j6ulesirq5rdlzuwqsiys,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
c468dmorcl82jur9q7lurlq0ivgaygr9fdcpmyv34n2xn1a21g8vizcga14efc31,683yhky9si7k3sfuih9y08q5r3qizaie6i9qml7z7mrb4mrbyyq7qje787mg3qch,b11inz1facl4kzuovkwiz4ts4j7fomxp85if12ct2d1mf8qfm8majh2ib8nxf8a5,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
5wskkes92zrvqi62xmzfixjkq5ep7vq8xgtm87kfbpd4p099sx09k4t4wyknr63e,puqccqwvkcrloyfvqwx0k3x5c4t4ck4nur2nfqhue3uotcrw5olvir0i9pzy9d0x,l9cuirhhgwuxr0qk5j391f1of1lrzhnjlpi61vv9mkjw5t3lwiczqi02hjv4e2vp,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
