HashApp,HashOwner,HashFunction,SampleCount,AverageAllocatedMb,AverageAllocatedMb_pct1,AverageAllocatedMb_pct5,AverageAllocatedMb_pct25,AverageAllocatedMb_pct50,AverageAllocatedMb_pct75,AverageAllocatedMb_pct95,AverageAllocatedMb_pct99,AverageAllocatedMb_pct100
qyg92rdmhkhqao9qfe8owmxgc05iuummyi1qh61pjtmtopw1b8hq108jccptd9gd,jqkaybn0m0l05jt6ln9zpgepw51ov6cy480wtp1p8jp0maov7ejhxaz5ikv3pb4p,xgfsnkfycxcz2sxzc3htg2uh4639law1hht9nj6l9yd2kqgfympr5vetqifjv7gh,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
rz6gtf0d06xd1gu2vdd839cmnzivjedu0kv5t82zecdix5927o162jvf95u3sv0v,5g6b28wcq1ogbsh28b5i5m3zafizrrnkq6ix1uye4z7xble9qc00ud5c3a499tl2,59gg589m4s14jtqw1tavr4k13uo6jfwb1z5079w2dufz8716q5riwppf3i61ky8e,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
925ro7bjlnvecs77huc7p3ojde2az3384xhdivg1ll98vme29oku80k7l5s9w5wm,mcf9ovr5mn7pyjsh4v3gpwy8gemmx2j0oxp3gf2ef5ud3dnfi94tjx255jbb38a6,sqwcn64mrhsuswle0e4bxcnc76sh1505lijeu9s1h7qm4qul50a8k876f2jo7vp2,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
uh6hqp3pbu1il2sxygkv4c2jj8vxrletpsi4m8cuhr4kck62i2gr07rwrwi4bx4t,binqcvpyx0xo48uf37nqmc8vr67lxhu2l3aqqvgd3bet5b07cxioogtttpnnx5rb,wzc6onc3gdt6qptx4vjqfmsulwx1eiwx80r976swrckvakusrgt0n7o2v1l1bcih,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
gi5tzewh0pfyrobbv9x8d8bmge77ygkwgekh1wv70i7lf0t650nq7i32vmomvpch,klf97y9z6rsgprnpgarj64urqcvvpwn9aw3xgv090yeotafvl0ee8ao0mqzic12a,44aauwhvg8j3cotpt27evgg5cogbmjfol1sobebusxzes9z7exd7mo6akvfkcmdj,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
rfy02ksqx0ltd6pfipjxu0e6maxph60ogjr6r368ezstsvbsss1d9h7wgqiakt3x,q84uqmqftyycsdc8ptajxgpvieunryut1yvo0tjbq5v2cs2e6c56nyrrf9df2358,i6ncrrs1c3t6le0m5wu5tuw6w7nxbzhbvf8doq52kyb5zgb79euttmptakojc5x4,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
hadybqjslwo517x1td45msuaex8cytcy5zypd46rerzbetaf9wogcrqgce610bwn,u6ggjw0b7szbdpbag33kp7s3pcm959vvkw4rj8pcdixj2vw2n6ilbm8jww6jy8d1,4lriclvq5jfro8l5bq5x8ctv88ne8x2wpe4o2p6cttbi1frvo687x5ixtbwg6nv4,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
3k5op0zv52n0b0zdsej63vr4tt8mzprvsfx5s140148ff9i9put8mkt0z77d6ckv,rvp2vmowm0wp2fok3q48cxjckn23y9f2vv09dj4nps2unzqgjivzjzrj82qmfwi6,yxnv1uq5ib8js7no1v4j30phj3t93afufk97lvdyj2fhptl8zks12kg6jy6wwzz3,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
7awyrbegslr3rpywtxtl8v3mnj7n8xuuidkwxswblunrcw705ysnfxncrlciuwz5,7bsizb3pzmkw5b5um07nfrw82ldy4epqalk8mapusxy4epl9wb8t5upyn6qd7qwz,yni88lwia0lrx8umajbhz0qoojv6j5y06dxch1630v8w94msyv6ju38h24kwz674,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
gzgn042f15mu39ubkd4cbny8233bmohkxjk3hwnh18sqbt9xew87h8m8g65adbu6,387sphe7pslitaeeh01ye0k6uv141w23agmetvokbl3cxy2c0uuyaouvotmvmjld,h8ef4u23f667m59nk9r20h4m2xqa2nnucuochu6atul7cw833dy31ii7ri1k1jp0,1,2048,2048,2048,2048,2048,2048,2048,2048,2048
